id,question,correct_answer,model_answer,is_correct,topic_category
2,"A 38 Canadian man has no prior medical or psychiatric history. Three weeks ago, he was crossing the street when a car ran a red light and almost hit him. For the next three weeks, he has felt profoundly anxious, tense and irritable. He has developed difficulty falling asleep and often thinks of this event. He insists on driving everywhere in his walkable neighborhood. What is the most likely diagnosis?",A,A,true,diagnosis
3,"An 38 French man has a history of ADHD and no psychiatric history. He lives with his mom and has started a new job. Initially, he seems to enjoy his work and spends time with friends after his shifts. Over 3.5 months, he starts missing work and refuses to leave his room. His mom starts to find food hidden in his room as well as plastic bottles filled with urine. His mom can also hear him whispering to himself in his room. What is the most likely diagnosis?",B,C,false,diagnosis
4,"A 51 Japanese non-binary individual has hypertension and no psychiatric history. They present with difficulty concentrating. They started a new job three weeks and feel like they cannot complete tasks or focus like they used to. They believe this has impacted their self-esteem. They are typically very engaged in their community and sociable, but has stayed at home feeling tired and worthless. Over the past week they have started hearing voices that tell them that they are worthless and that they should end their life. What is the most likely diagnosis?",C,C,true,diagnosis
5,A 32 Chinese female has a history of hyperlipidemia. She has experienced severe anxiety for the past several years. She avoids the grocery store and any setting where she has to interact with other people. She has fear that others will find her odd and notice that she becomes flushed when anxious. What is the most likely diagnosis?,D,D,true,diagnosis
6,"A 57 American non-binary individual has asthma. They have experienced depressed mood for ""as long as they can remember"". They describe feeling fatigued, hopeless, and without appetite most of the time. They describe that there has never been a consistent period when they found enjoyment in life. They do not use drugs or alcohol. What is the most likely diagnosis?",E,E,true,diagnosis
7,"A 38 German man has hypertension. He describes low mood over the past 4 years. He states that he has no hope for the future and only eats one meal per day. He has thoughts of suicide and recently attempted via firearm. He typically drinks 1 L of alcohol per day, which he has done for several years. What is the most likely diagnosis?",D,A,false,diagnosis
8,"A 33 French man has a history of eczema and major depressive disorder. For the past 4 months, he has been concerned that his wife is spying on him with a video camera that is positioned in the DVD player. This has caused distrust and arguments between the couple. They are now considering divorce. He has no other positive psychotic symptoms or negative symptoms. What is the most likely diagnosis?",A,A,true,diagnosis
9,"A 31 Mexican man has a history of type 1 diabetes and generalized anxiety disorder. He presents to care after his husband died in a car accident. 3 months later, he continues to be struck by feelings of sadness and inability to enjoy his work as a surf instructor. He worries that life will never get better and feels worthless after losing his husband. He thinks about ending his life due to feeling that he no longer deserves to live. What is the most likely diagnosis?",A,A,true,diagnosis
10,"A 28 Mexican non-binary individual has a history of generalized anxiety disorder and no prior medical history. They were shopping at the mall and experienced an episode of chest tightness, dizziness, tachycardia, and fear of death that lasted 30 minutes. For the following month they experienced worry about future attacks, prompting them to avoid going to the mall and eventually to stop leaving the house, missing work. What is the most likely diagnosis?",E,E,true,diagnosis
11,"A 45 German non-binary individual with no medical and no psychiatric history was recently divorced. They have started sleeping 2-3 hours per night to clean their house. They appear irritable. They spent their most recent paycheck on a new car. Several days later, they start hearing voices telling them to kill themself. They are found knocking on their neighbor's door in the middle of the night. Police are called and they are brought to the hospital for psychiatric admission. What is the most likely diagnosis?",C,E,false,diagnosis
22,"A 46 Nigerian man is being treated for major depressive disorder. He has been treated with escitalopram 20 mg daily with some improvement in mood although continues to experience low mood, lack of motivation and fatigue. His psychiatrist decides to add aripiprazole to his current regimen. He has never been treated with an antipsychotic medication before. What starting dose would be most appropriate in this case?",A,A,true,treatment
23,A 34 German patient is being treated for generalized anxiety disorder. Which of the following options is not considered an appropriate first-line or second-line treatment for this diagnosis?,E,ERROR,false,treatment
24,Which of the following is not an indication for the use of electroconvulsive therapy?,B,B,true,treatment
25,"A 59 Japanese non-binary individual is admitted to the psychiatric inpatient unit for treatment of decompensated schizophrenia. They are being treated with risperidone. After several days of treatment, they are noted to be pacing the unit for several hours a day. They describe feeling restless to their psychiatrist. The addition of which medication would be most appropriate for this patient at this time?",D,B,false,treatment
26,"A 34 Chinese woman is admitted to the psychiatric inpatient unit after a suicide attempt via intentional ingestion of gabapentin. She has a history of 7 psychiatric admissions for suicidal behaviors. When interviewed by her psychiatrist, she describes that a break-up with her boyfriend triggered her suicide attempt. She describes experiencing chronic feelings of emptiness and often struggling with outbursts of intense anger. What mode of therapy would be most effective in treating this patient?",A,A,true,treatment
27,Which of the following factors is not associated with an increased risk of suicide attempt?,E,C,false,treatment
28,A 20 American non-binary individual presents to the psychiatrist. They describe having 3 years of nightmares and distressing memories of their experiences in combat. They now avoid large crowds and rarely leave their home. They describe startling when they hear loud noises. Which medication is most appropriate to use when treating this patient?,A,A,true,treatment
29,Which of the following is an FDA approved indication for the use of Transcranial Magnetic Stimulation?,C,C,true,treatment
30,A 26 Chinese non-binary individual with a history of severe alcohol use disorder presents to the psychiatrist for depressed mood. They no longer have interest in knitting and have lost 15 lbs in the past few months. They have started thinking that the world would be a better place if they were dead. Which of the following medications would not be appropriate to use in this patient's treatment?,D,B,false,treatment
31,A 47 patient with a history of alcohol use disorder is being seen by a psychiatrist for the treatment of generalized anxiety disorder. Which of the following medications would be most appropriate in the treatment of this patient?,A,A,true,treatment
40,"A 31 German man presents to a psychiatrist with worsening insomnia. Three weeks ago, he was in a motor vehicle accident as a restrained passenger and witnessed the death of an individual who was involved in the accident. He has trouble recalling specific details about the accident. Since the accident, he notes feeling more irritable and has less interest in reading and seeing his grandchildren. He is not eating as much and has trouble concentrating. His sleep is disrupted by nightmares of the accident and he is unable to stop ruminating on memories of the accident. He has stopped going to work due to fear of driving on the highway and finds himself startled by loud sounds in his environment. Which of the following is the most likely diagnosis?",E,B,false,diagnosis
41,"A 55 Mexican nonbinary individual presents to a psychiatrist with worsening insomnia. Since they were a child, they recall difficulty controlling worries and trouble relaxing in social settings which would often interfere with school. They frequently experience muscle tension, headaches, and upset stomach when they are around groups of people they do not know. They describe ruminating on social interactions and conversations from the day, which interferes with their ability to fall asleep at night. They worry that others are judging their appearance and mannerisms and this recently lead them to cancel a presentation they were supposed to give at an important work meeting. Which of the following is the most likely diagnosis?",B,B,true,diagnosis
42,"A 52 Mexican woman presents to a psychiatrist with worsening insomnia. Since she was a child, she recalls difficulty controlling worries and trouble relaxing. She frequently experiences muscle tension, headaches, and upset stomach. She describes ruminating on events from her day and anticipating work-related matters for the following day, which interferes with her ability to fall asleep at night. She worries that others are talking poorly about her and worries that she will be fired due to poor performance at work. Which of the following is the most likely diagnosis?",C,C,true,diagnosis
43,"A 46 German non-binary individual presents to a psychiatrist with worsening insomnia. Over the last two months, they have developed concerns that their neighbors are watching them through their electronic devices. They believe their neighbors have installed cameras on the fence between their shared property and are listening to their conversations. They have been worried about their neighbors' intentions which leads to rumination, racing thoughts, and difficulty falling asleep. Their energy is low during the day and they have been having trouble concentrating at their job. They deny any hallucinations, suicidal ideation, or homicidal ideation. They notes their mood is good aside from the worry related to their neighbors. They continue to work and volunteer at the local soup kitchen on weekends. Which of the following is the most likely diagnosis?",B,B,true,diagnosis
44,"A 39 American man is brought to the emergency room by his father due to six nights of insomnia. The patient is agitated and not forthcoming with his history. His father tells you that the patient has not slept for six nights and he appears more irritable, talking faster than usual, pacing the home, walking outside for hours in the middle of the night, talking about a new business venture to open a chain of bookstores, spending excess money on business-related courses in the last week, and receiving messages from God that he is on the right path in life. His father notes this is a marked change from his baseline. His father does not know of any substance use, recent medical illnesses, or any new medications. Which of the following is the most likely diagnosis?",D,D,true,diagnosis
45,"A 21 French woman is brought to the emergency room by her roommate due to worsening depression, self-injury via cutting, and suicidal ideation without a plan over the last 6 weeks. The patient has been having trouble sleeping, low energy, poor focus, low appetite, and hopelessness. Previously she was treated for a diagnosis of generalized anxiety disorder with sertraline for two years. In the last year, the roommate notes two distinct periods of 2-3 days where the patient would not sleep, had excess energy, was more talkative, and more productive with her graduate schoolwork. Approximately 2 months ago, the patient's partner broke up with her unexpectedly. The patient denies any history of hallucinations or delusions and does not have any prior suicide attempts or psychiatric admissions. Which of the following is the most likely diagnosis?",A,A,true,diagnosis
46,"A 27 French non-binary individual presents to a psychiatrist for low mood. Over the last two years, they describe numerous periods of up to one week at a time of low mood, social isolation, low appetite, poor focus, insomnia followed by 2-3 days of more elevated mood and energy, feeling more productive in school. They deny any history of suicidal ideation or homicidal ideation. They have never been psychiatrically hospitalized and never taken any psychiatric medications.  Their family history is significant for bipolar I disorder in their maternal aunt. Which of the following is the most likely diagnosis?",E,E,true,diagnosis
47,"A 44 Brazilian man presents to a psychiatrist for treatment. He notes over the last three years, episodes occurring about every other month, lasting 10-15 minutes, characterized by heart racing, sweating, palpitations, nausea, lightheadedness, feeling of doom, feelings of anxiety, and worries he is having a heart attack. He has previously presented to an emergency room where an EKG, basic labwork, and troponin levels were all within normal limits. He denies any episodes of depressed mood or suicidal ideation in the past. He does not notice any specific triggers for these episodes. Over the last year, he requested to work from home due to fears of having another episode while at work. Which of the following is the most likely diagnosis?",E,E,true,diagnosis
48,"A 58 Nigerian man is brought to the emergency room by his partner due to worsening depression, self-injury via burning, and suicidal ideation with a plan to jump off his balcony which has been worsening over the last 6 weeks. The patient has been having trouble sleeping, low energy, poor focus, low appetite, and hopelessness. Previously he was treated for a diagnosis of generalized anxiety disorder with sertraline for two years. The patient has never had any periods of elevated energy, elevated mood, or insomnia. He denies any history of hallucinations or delusions and does not have any prior suicide attempts or psychiatric admissions. Which of the following is the most likely diagnosis?",B,B,true,diagnosis
49,"A 54 Mexican non-binary individual is brought to the emergency room by their partner due to worsening depression, self-injurious behavior, and suicidal ideation with a plan to step into traffic. They have been having trouble sleeping associated with low energy, poor focus, low appetite, and hopelessness. Their symptoms have been worsening over the last three months. Over the last two weeks, they have told their partner that they are hearing voices telling them to harm themself and appear scared that their neighbors are monitoring them. Their partner notes at least two prior episodes of similar symptoms with one prior psychiatric admission during their first episode at age 22 years old. They have previously been stable on sertraline. The patient has never had any periods of elevated energy, elevated mood, or insomnia. They have never had hallucinations or paranoia when their mood is stable. Which of the following is the most likely diagnosis?",B,B,true,diagnosis
62,"A 48 Nigerian woman with a history of ADHD diagnosed with neuropsychological testing at age 6 years old presents to a psychiatrist requesting help to stop smoking cigarettes and wants to learn more about medication assisted treatment options. She is not taking any medications for her ADHD and has been experiencing inattention, forgetfulness, and distractibility that is interfering with college courses. Which of the following treatment options is most appropriate?",B,B,true,treatment
